id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,food_pairing,character,grape_variety
110168,Chronic Cellars Sir Real,"Legenden om Chronic Cellars började i Paso Robles runt 2004, när de ursprungliga grundarna Josh och Jake Beckett kombinerade sina vinframställningsfärdigheter med kvickhet och humor för att förvandla en idé till verklighet med två ton av det bästa – eller ""Chronic"". - druvor för framställning av vin av god kvalitet. Nästan 20 år senare, med en arsenal av utmärkelser och en originell attityd för att förvirra vinindustrin med sina exceptionella viner, görs Chronic Cellars viner fortfarande med iögonfallande djärva och färgglada etiketter som förklarar deras geniala namn.Druvor: 87% Cabernet Sauvignon, 9% Petite Sirah, 4% SyrahRegion: Alla druvor kommer från regionen Paso RoblesSenaste erkännanden:2021: 92 p & BEST BUY, WINE ENTHUSIAST,  92 p TASTING PANEL MAGAZINE2020: 93 p & EDITORS CHOICE, WINE ENTHUSIAST,  95 p & VALUE GOLD, DECANTER",20.95,,,Chronic Cellars,,,,/owif/images/110168?size=300,,,"Nöt Lamm Kyckling, kalkon Pasta Vilt Grillat Ostar Biff Gris Buffé Vegetariskt Svamp",Fylligt,Cabernet Sauvignon Syrah Petit Syrah
110169,Chronic Cellars Suite Petite,"Legenden om Chronic Cellars började i Paso Robles runt 2004, när de ursprungliga grundarna Josh och Jake Beckett kombinerade sina vinframställningsfärdigheter med kvickhet och humor för att förvandla en idé till verklighet med två ton av det bästa – eller ""Chronic"". - druvor för framställning av vin av god kvalitet. Nästan 20 år senare, med en arsenal av utmärkelser och en originell attityd för att förvirra vinindustrin med sina exceptionella viner, görs Chronic Cellars viner fortfarande med iögonfallande djärva och färgglada etiketter som förklarar deras geniala namn.Genom att bara använda de bästa - eller ""kroniska"" - druvorna från varje års skörd skapar vi riktigt spännande blandningar gjorda med karaktär. Den kyliga atmosfären och äventyrliga smakprofilerna hos våra viner ger en helt kronisk upplevelse.Druvor: 90% Petite Sirah, 10% Syrah från Paso Robles-regionen91p Wine Enthusiast (2021 Vintage): ""Få varumärken kombinerar stil, substans och konsistens som det här.""",21.95,,,Chronic Cellars,,,,/owif/images/110169?size=300,,,Nöt Grillat Ostar Biff Gris Vegetariskt,Kraftigt,Syrah Petit Syrah
109951,Clay Creek Cabernet Sauvignon,,10.95,,,Clay Creek,,,,/owif/images/109951?size=300,,,Nöt Grillat Biff,Fylligt,Cabernet Sauvignon
119420,Clay Creek Chardonnay,,10.95,,,Clay Creek,,,,/owif/images/119420?size=300,,,"Kyckling, kalkon Grillat Svamp",Torrt,Chardonnay
109950,Clay Creek Pinot Noir,,10.95,,,Clay Creek,,,,/owif/images/109950?size=300,,,"Sallader, vegetariskt Kyckling, kalkon Gris",Medelfylligt,Pinot Noir
110164,Comtesse Duchatel Saint-Julien,"Intense red colour. Magnificent aromas of red fruit mixed with spicy notes. This wine is characterised by its balance, rich tannins, and remarkable aromatic expression. Long, elegant finish.",30.5,,,Comtesse Duchatel,,,,/owif/images/110164?size=300,,,Nöt Lamm Grillat,Fylligt,
110223,Condado de Oriza Crianza,"Rubinröd i färgen med en bouquet av intensivt rostade kryddor, särskilt kryddnejlika och kanel, i kombination med delikata aromer av choklad och mogna mörka bär. Dessa aromer återfinns även i smaken. Vinet är saftigt och fruktigt med mogna, välintegrerade tanniner, medelfyllig kropp och en lång, sammetslen, söt och kryddig eftersmak.",10.5,,,Condado de Oriza,,,,/owif/images/110223?size=300,,,Nöt Lamm Gris,Medelfylligt,
109945,Condado de Oriza Gran Reserva,"Elegant doft med aromer av körsbär, plommon, vanilja och en aning peppar. Balanserade tanniner, kryddighet och lång eftersmak.",15.95,,,Condado de Oriza,,,,/owif/images/109945?size=300,,,Nöt Vilt Biff,Fylligt,
109978,Condado De Oriza Reserva,"Condado de Oriza Reserva är tillverkad av Tempranillo-druvor (Tinta del País) som noggrant valts ut från 20 år gamla vinstockar. Druvorna väljs noggrant för att genomgå en fem dagars macerationsprocess. Jäsning vid en kontrollerad temperatur (26-28 ºC) garanterar en smakprofil typisk för druvsorten. Vinet lagras sedan i 24 månader i amerikanska och franska ekfat innan buteljering. Vinet avslutar sin åldringsprocess i flaskan, där det förblir i 12 månader.Den mörkt rubinröda färgen har subtila orange nyanser. Doften är en mångfacetterad kombination av körsbär och torkade plommon, kompletterad med toner av balsamico och kryddor. Dessa blandas med smaker av mocka, rostat bröd, karamell och rök samt en antydan av peppar. Smaken följer doften och innehåller även örter och läder. Vinet har kraftiga men mycket väl integrerade tanniner, medelhög syra och en lång, sammetslen eftersmak.",12.95,,,Condado de Oriza,,,,/owif/images/109978?size=300,,,Lamm Ostar Biff,Fylligt,Tempranillo
108943,Cono Sur 20 Barrels Cabernet Sauvignon,"Stor fyllig smak med mjuka, fylliga och runda tanniner. Helt underbart  , intensiv smak, med massor av körsbär och hallon, nyanser av krydda som vitpeppar och en ton av rökighet.",19.95,,,Cono Sur,,,,/owif/images/108943?size=300,,,Lamm Grillat Biff,Fylligt,
