id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,food_pairing,character,grape_variety
107690,Nederburg Winemaster's Reserve Edelrood,"Sydafrikas svar på ett prisvärt Bordeaux vin - en klassisk kombination av Cabernet Sauvignon och Merlot.DOFT: Charmerande doft av röda bär och frukter samt lätt rostat fat arom.SMAK: Mjukt och fruktigt med toner av mörka frukter, fat och en fläkt av kryddor. De mjuka tanninerna och den fina fataromen gär vinet till en komplex och balanserad helhet. MAT: Ett mångsidigt matvin till olika gryträtter, grillad gris, fylliga pizzor och matig pasta.",9.25,,,Nederburg,,,,/owif/images/107690?size=300,,,Nöt Grillat Gris,Medelfylligt,Cabernet Sauvignon Shiraz
109992,Nero Oro Appassimento Nero d'Avola,"Detta är en Appassimento av hög kvalitet, från 100% Nero D'Avola som torkats på vinstocken och delvis från druvor som torkats (efter plockning) i källaren.  Vinet visar en mycket intensiv doft av frukter som körsbär och svarta vinbär. I gommen är denna speciella blandning kraftfull, men ändå lättillgänglig, och ger dig ett stort fruktdjup och en intensiv smak.",11.95,,,Nero Oro,,,,/owif/images/109992?size=300,,,Nöt Lamm Vilt Grillat,Kraftigt,Nero D'Avola
119427,Nero Oro Grillo Appassimento,"I doften finns toner av torkad frukt och nötter, med inslag av apelsin och grapefrukt. Smaken är mjuk och väl avrundad, med inslag av honung i den långa avslutningen. Färgen är halmgul med guldfläckar.",11.95,,,Nero Oro,,,,/owif/images/119427?size=300,,,"Sallader, vegetariskt Skaldjur Aperitif, sällskapsvin",Halvtorrt,
119184,Nik Weis St Urbans-Hof Schiefer Riesling,"Schiefer Riesling är ett mästerverk av Nik Weis- St. Urbanshof som kommer från de väldigt branta vingårdarna i Mosel Valley. I doften kan man hitta vilda örter, mineralitet samt saftiga, gula frukter.Den smakar av mogen persika, nyklippta kryddor, citrus, aprikos och äppel.",21.5,,,Nik Weis - St. Urbans-Hof,,,,/owif/images/119184?size=300,,,"Skaldjur Kyckling, kalkon Asiatiskt Kalv",Halvtorrt,Riesling
119747,Nivarius Edición Limitada,"Viinilehti 2024 Årets vita vin!!!Nivarius är en unik vingård i Rioja, eftersom den uteslutande producerar vita med inhemska sorter som Maturana Blanca, Tempranillo Blanco, Viura etc. +60 hektar vingårdar på extrema höjder för att producera oklanderliga vita som strävar efter att uttrycka karaktären och genuina personligheten i regionens lokala vita sorter. Urval av huvudbeskärade vingårdar av 80 år gamla Viura-vinstockar på 500-600 meters höjd från kalkstensjordar i la Sonsierra och lätt lersand från sluttningarna av las Laderas del Moncalvillo och Valle del Iregua. Maturana blanca kommer från limoferösa sluttningar av den övre (800 m) Alto Najerilla och ger vinet struktur, friskhet och lång livslängd. Vinet jäser och mognar elva månader på sin jästfällning på franska ekfat.  Druvor: 70% Viura, 30% Maturana blanca.De viktigaste internationella referenserna: 91 Tim Atkin, 92 Peñin, 89 Decanter",19.5,,,Nivarius,,,,/owif/images/119747?size=300,,,Ostar Gris Svamp,Torrt,Viura Maturana Blanca
110221,Norton Colección de los Andes CS Malbec BIB,"Fyllig, medelhöga tanniner, svartvinbärig, körsbärig, blåbärig, toner av kakaobönor, kryddig. Mustigt och syltigt. ",25.95,,,Norton,,,,/owif/images/110221?size=300,,,Nöt Lamm Grillat,Fylligt,Cabernet Sauvignon Malbec
110133,Norton Colección de los Andes CS Malbec tetra,"Fyllig, medelhöga tanniner, svartvinbärig, körsbärig, blåbärig, toner av kakaobönor, kryddig. Mustigt och syltigt. ",9.5,,,Norton,,,,/owif/images/110133?size=300,,,Grillat Biff Gris,Fylligt,Cabernet Sauvignon Malbec
110203,Norton Lote Negro,"Fyllig, höga tanniner, björnbärig, kryddig, hallonkaraktär. Robust och kraftigt. ",18.95,,,Norton,,,,/owif/images/110203?size=300,,,Nöt Vilt Grillat Biff,Fylligt,Malbec Cabernet Franc
107831,Norton Privada,"Fyllig, höga tanniner, toner av mörka körsbär, ton av svartvinbärssylt, björnbärig, pepprig, kryddig",13.5,,,Norton,,,,/owif/images/107831?size=300,,,Nöt Grillat Gris,Fylligt,Cabernet Sauvignon Merlot Malbec
107695,Norton Reserva Malbec,"Färgen är ung och purpurröd. Doften medelstor, mörkt bär- och plommonfruktig med ett litet inslag av ekfat. Smaken är medelfyllig, rent och generöst fruktig i modern stil med en touche av lakrits och ekfat, med en balanserad syra och en tydlig, men i frukten integrerad, strävhet.",12.5,,,Norton,,,,/owif/images/107695?size=300,,,Nöt Grillat Gris,Fylligt,Malbec
109272,Notre Dame de Cousignac Côtes du Rhône Rouge,"Domaine Notre Dame de Cousignac är en hörnsten i Ardèche-vingårdarna vid sammanflödet av Rhône och Vivarais och omfattar 60 hektar vinstockar som har odlats utan insekticider i över 25 år. Vinerna, som gynnas av ett naturligt ekosystem, framställs av ekologiskt certifierade druvor. Sju generationer vinodlare har avlöst varandra sedan 1780 på denna egendom, som står under skydd av kapellet ""Notre Dame de Cousignac"" från 600-talet.",9.5,,,Domaine Notre Dame de Cousignac,,,,/owif/images/109272?size=300,,,Nöt Vilt Ostar,Medelfylligt,Syrah Grenache Noir
110176,Ocho dos dos,"Ett Riberavin med karaktär. Ljus röd färg med violetta inslag.Dominerande inslag av svarta vinbär och björnbär i aromen med en elegant fräschör.Mjuka tanniner och frukten ger en balanserad smak.Fatlagringen ger en lång, generös och elegant eftersmak.",19.95,,,Juvé & Camps,,,,/owif/images/110176?size=300,,,Nöt Lamm Vilt,Fylligt,Tempranillo
