id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,food_pairing,character,grape_variety
108684,Domaine de L'Ostal Estibals,"In a protected environment, among green oaks and cypress trees, the region has everything it takes to make great wines. In 2002, Jean-Michel Cazes created an estate of 150 ha of which 60 ha are planted with vines and 25 ha with olive trees, on the slopes of the «Petit Causse».L’Ostal Cazes-Estibals is the fruit of the collective parcels of the property in the Minervois appellation. It derives its name from a beautiful parcel in the estate: «Les Estibals».Also included in its composition are the most flexible and the youngest vines not included in the selection of the grand vin.Estibals 2018 is a voluptuous and gourmet wine... This vintage has a beautiful bright and intense color, with red highlights that suggests how crispy is this cuvée.The bouquet is full of fresh and sweet red fruits : intense and velvet. On the palate, the grain of tannins is fine, the structure is smooth and the wine gently coats the palate to reveal all the deliciously fragranced aromas.Definitely a pleasure",9.95,,,J.M. Cazes Sélection,,,,/owif/images/108684?size=300,,,Nöt Grillat Gris,Medelfylligt,Syrah Grenache Noir Carignane
108696,Domaine des Sénéchaux Red,"Den gamla vingården Châteauneuf-du-Pape blev världsberömd när påvarna bosatte sig i Avignon 1350. Det blev senare den första franska appellationen d'origine contrôlée 1933 under inflytande av baron Le Roy. Domaine des Sénéchaux ligger i hjärtat av denna berömda appellation och är en av regionens äldsta vingårdar. Det får sitt namn från en av gårdens huvudtomter, som ligger i ”Bois Sénéchaux”-kvarteret.Detta vin har en bländande granat röd färg. Buketten är smickrande och kraftfull, avslöjar aromer av kanderad Morello körsbär och mogna bär i kombination med delikata kryddnoter. En kraftfull attack, utvecklas till jammy röda och mörka bärnoter, blandas med lätta inslag av krydda och peppar. Finishen är elegant och lätt ekad med subtila rostade toner, vilket ger detta vin perfekt balans.Druvsorter: 60% grenache noir, 22% syrah, 17% sörjande, 1% vaccinerad",29.95,,,Domaine des Sénéchaux,,,,/owif/images/108696?size=300,,,"Kyckling, kalkon Vilt Gris",Medelfylligt,Syrah Mourverde Grenache Noir Vaccarese
109875,Domaine Heimbourger Grain d'Argent Bourgogne Pinot Noir,"As the heir to the family property located on the slopes of Chablis, I strive to combine tradition and modernity to produce high-quality wines. Our chalky terroir brings marked mineral flavours to our vintage, mingled with notes of citrus and white flowers which are very characteristic of our appellation. ",22.5,,,Domaine Heimbourger,,,,/owif/images/109875?size=300,,,"Kyckling, kalkon Vilt Ostar",Medelfylligt,Pinot Noir
119183,Domaine Heimbourger Les Terres Blanches Chablis,"As the heir to the family property located on the slopes of Chablis, I strive to combine tradition and modernity to produce high-quality wines. Our chalky terroir brings marked mineral flavours to our vintage, mingled with notes of citrus and white flowers which are very characteristic of our appellation.",31.95,,,Domaine Heimbourger,,,,/owif/images/119183?size=300,,,Skaldjur Fiskrätter Kalv,Torrt,Chardonnay
105910,Domaine Michel Girault Sancerre,,29.95,,,Domaine Girault,,,,/owif/images/105910?size=300,,,"Kyckling, kalkon Fiskrätter Aperitif, sällskapsvin",Torrt,Sauvignon Blanc
119429,Domaine Wiehlé Gewurztraminer Grand Cru,,27.95,,,Domaine Wiehlé,,,,/owif/images/119429?size=300,,,Asiatiskt Grillat Fiskrätter,Halvsött,Gewurtstraminer
119329,Domaine Wiehlé Riesling Grand Cru Sporen,,28.5,,,Domaine Wiehlé,,,,/owif/images/119329?size=300,,,"Sallader, vegetariskt Asiatiskt Fiskrätter",Torrt,
110098,Enzo Bartoli Piemonte BIB,,21.95,,,Enzo Bartoli,,,,/owif/images/110098?size=300,,,Nöt Lamm Grillat,Fylligt,Barbera
119738,Enzo Bartoli Rosato BIB,,22.95,,,Enzo Bartoli,,,,/owif/images/119738?size=300,,,"Sallader, vegetariskt Kyckling, kalkon Aperitif, sällskapsvin",Torrt,
110153,Escape Shiraz Cabernet Sauvignon PET,"Fyllig, medelhöga tanniner, svartvinbärig, björnbärig, toner av mörka körsbär, lätt vaniljton, kryddig. Mustigt och syltigt. ",8.95,,,Origin Wine,,,,/owif/images/110153?size=300,,,Nöt Grillat Ostar,Fylligt,Cabernet Sauvignon Shiraz
110204,Esporão Monte Velho Organic,"Djup rubinröd färg. Aromer av mogna röda frukter, såsom körsbär och plommon, med toner av kryddor och jordighet.Mjuk och välbalanserad, med smaker av röda bär, en lätt ton av ek med lång eftersmak.  Tanninerna är mjuka och integrerade, vilket ger en rundad munupplevelse.",9.95,,,Esporão,,,,/owif/images/110204?size=300,,,Nöt Lamm Ostar,Fylligt,Syrah Petit Verdot Touriga Nacional Aragones Petit Syrah Trincadeira Touriga Franca Alicante Bouschet
119745,Esporão Reserva Branco,"Torr, hög syra, persikakaraktär, mineralig, nötig. Generöst och rostat. ",15.5,,,Esporão,,,,/owif/images/119745?size=300,,,"Kyckling, kalkon Fiskrätter Kalv",Torrt,Roupeiro Arinto Antào
110239,Falua Duas Castas Red,,13.5,,,Falua,,,,/owif/images/110239?size=300,,,"Kyckling, kalkon Vilt Biff",Fylligt,Cabernet Sauvignon Aragones
109930,Famille JM Cazes - Côtes Du Rhône Réserve,"Sedan 2006 har familjen Cazes rest från Bordeaux-vingårdar till Rhône-dalen genom förvärvet av Domaine des Sénéchaux (Châteauneuf-du-Pape). Detta äventyr fortsätter idag med skapandet av en Côtes-du-Rhône (appellation d'Origine Contrôlée). Vingården Côtes-du-Rhône sträcker sig över terrasser, alluviala slätter eller på kullarna. Den stora jordmångfalden (kalksten, lera, rullade stenar, granit, etc.) i samband med kullarnas lutning gör att vinstockarna kan ha en regelbunden vattenförsörjning men också att återvända, under natten, den dagliga lagrade värmen i småstenarna.",9.95,,,J.M. Cazes Sélection,,,,/owif/images/109930?size=300,,,"Nöt Lamm Kyckling, kalkon Grillat Biff Gris",Fylligt,Syrah Grenache Noir
119932,Fat Bastard Chardonnay,Ett vin med gyllengul färg. Elegant med aromer av vita frukter som persika och päron.Fyllig struktur med goda fruktsmaker och inslag av vanilj från en kort kontakt med ekfat under lagringen.,9.5,,,Fat Bastard,,,,/owif/images/119932?size=300,,,Skaldjur Asiatiskt Fiskrätter,Torrt,Chardonnay
110244,Fat Bastard Pinot Noir,"Ljust rubinrött vin. Aptitretande med aromer av krossade jordgubbar, hallon och körsbär. Mycket elegant och rund mun med lena tanniner med fruktiga smaker. Fin och lång eftersmak.",9.5,,,Fat Bastard,,,,/owif/images/110244?size=300,,,"Kyckling, kalkon Gris Buffé",Medelfylligt,Pinot Noir
110009,Faustino Art Collection Crianza,,11.5,,,Bodegas Faustino,,,,/owif/images/110009?size=300,,,,,
110198,Faustino Art Collection Reserva,,12.95,,,Bodegas Faustino,,,,/owif/images/110198?size=300,,,,Fylligt,Tempranillo
109493,Faustino I Gran Reserva 75 Aniversario,"One of the best kept treasures from Bodegas Faustino, Faustino I Gran Reserva 75 Aniversario is a rare 100% Tempranillo from the oldest bush vines from Grupo Faustino, located in the suth-east cliffs from the Sierra de Cantabria. aged in selected new freanch and american barrels from top cooperies during at least 26 months, plus further 8 years in bottle to polish all the tanins and make it velvety, complex and rounded.It shows clean, bright, intense maroon color with ruby glim. Warm on the nose, with wood aromas, spicy and toasted. Berries notes on the background.On the palate is tasty and round. Very balanced, with good structure and acidity. Long finishIt matched perfectly any kind of meat. It also pairs grilled or fried potatoes, mushrooms or ham. Perfect with some tasty or oily fish such as tuna, cod. Medium-aged cheese and berry dessert. Rice and all kind of pasta.",21.5,,,Bodegas Faustino,,,,/owif/images/109493?size=300,,,Nöt Grillat Biff,Fylligt,Tempranillo
109865,Faustino Icon,"Faustino Icon Edition is a special wine of a top quality of Faustino wine range.The grapes come from a small parcel of 6 hectares, located in Malpica (Rioja Alavesa), that isprotected by the Sierra de Cantabría mountains.The tempranillo vines, still in their original bush vine form, are approximately 35 years old.The vineyard, which is on slope, is found at an altitude of 500m, and has a north-south exposureand low yields of 3,500kg/ha, the equivalent of 1,2kg/ha per vine. The grapes are harvested by hand in cases of 15kg, which reflects the search for the optimal quality.Faustino Icon is a 95% Tempranillo and 5% Graciano grapes. The must is fermented in low -capacity vats at a temperature of 28ºC. After alcoholic and malolatic fermentation the wine remains in French oak barrels for 18 months.Bright with a deep, intense cherry red colour. Intense and complex with warm, ripe forest fruits aromas, spicy notes and hints of wood in the background. The palate is elegant, full offla",23.5,,,Bodegas Faustino,,,,/owif/images/109865?size=300,,,Lamm Grillat Biff,Fylligt,Tempranillo Graciano
110005,Faustino Reserva Travel Retail Exclusive,,14.95,,,Bodegas Faustino,,,,/owif/images/110005?size=300,,,,,
109980,Faustino Tempranillo BIB,,21.5,,,Bodegas Faustino,,,,/owif/images/109980?size=300,,,,,
110152,Fontanafredda Barbera Nebbiolo BIB,"Fyllig, medelhöga tanniner, kryddig, tranbärig, toner av mörka körsbär. Mustigt och syltigt.",29.95,,,Fontanafredda,,,,/owif/images/110152?size=300,,,,,
