id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,food_pairing,character,grape_variety
109968,Torres Clos Ancestral,"Medelfyllig, medelhöga tanniner, körsbärig, skogsbärig, lätt tranbärston, svagt rostad, örtig. Bärigt och friskt, ",13.95,,,Miguel Torres Spain Winery,,,,/owif/images/109968?size=300,,,"Grillat Ostar Aperitif, sällskapsvin",Fylligt,Tempranillo Garnacha
110209,Torres Clos Malpastor Crianza,"Vinet har en körsbärsröd färg med rikliga toner av röda och blåa frukter, blåbärs syltighet. Något lättare i stilen med välintegrerade tanniner och en slikeslen struktur.",8.95,,,Miguel Torres Spain Winery,,,,/owif/images/110209?size=300,,,Nöt Vilt Biff,Fylligt,
217253,Torres Floralis Moscatel Oro,"Bärnstensbrun, söt, citruskaraktär, toner av apelsinskal, russinkaraktär, honungskaraktär, lätt blommighet, tekaraktär",9.5,,,Miguel Torres Spain Winery,,,,/owif/images/217253?size=300,,,"Ostar Desserter Aperitif, sällskapsvin",Söt,Moscatel
107563,Torres Grans Muralles,"Det eleganta vinet uppvisar rika aromer av mogna mörka frukter, som björnbär och plommon, tillsammans med toner av kryddor, örter och en lätt mineralitet. I smaken erbjuder den en fyllig och välstrukturerad profil med silkeslena tanniner och en lång, elegant avslutning.",139.0,,,Miguel Torres Spain Winery,,,,/owif/images/107563?size=300,,,Nöt Vilt Ostar,Fylligt,
107052,Torres Mas La Plana,"Fyllig, höga tanniner, vinbärig, mogna plommontoner, boysenbärig, inslag av mörk choklad, ekig",49.95,,,Miguel Torres Spain Winery,,,,/owif/images/107052?size=300,,,Nöt Vilt Ostar,Fylligt,Cabernet Sauvignon
109204,Torres Purgatori,"kanderad svarta bär, fina eteriska nyanser, kryddor, exotiska träslag, kanel, svarta körsbär. Saftigt, färsk frukt plommon fint strukturerade, fina tanniner, ihållande, färska och lemony finish.",21.95,,,Miguel Torres Spain Winery,,,,/owif/images/109204?size=300,,,Nöt Vilt,Medelfylligt,Syrah Garnacha Carinena
107716,Torres Salmos,"Fyllig, medelhöga tanniner, bärig, kryddig.Mustigt och fylligt,",27.5,,,Miguel Torres Spain Winery,,,,/owif/images/107716?size=300,,,Nöt Vilt Grillat,Fylligt,
107022,Torres Sangre de Toro,"Medelfyllig, höga tanniner, toner av körsbärssylt, mogen tranbärighet, lätt kanelton, svag örtighet",8.4,,,Miguel Torres Spain Winery,,,,/owif/images/107022?size=300,,,Nöt Grillat Gris,Fylligt,
307022,Torres Sangre de Toro,"Medelfyllig, höga tanniner, toner av körsbärssylt, mogen tranbärighet, lätt kanelton, svag örtighet",2.85,,,Miguel Torres Spain Winery,,,,/owif/images/307022?size=300,,,Nöt Gris Buffé,Fylligt,
107930,Torres Sangre de Toro BIB,"Medelfyllig, höga tanniner, toner av körsbärssylt, mogen tranbärighet, lätt kanelton, svag örtighet",23.95,,,Miguel Torres Spain Winery,,,,/owif/images/107930?size=300,,,Nöt Vilt Grillat,Medelfylligt,Parellada
127032,Torres Sangre de Toro Rosé,"Torres Sangre de Toro Rosé är ett torrt och friskt rosévin med bäriga och blommiga inslag av röda vinbär, äpple och banan och med en aning jordgubbe i doften. Smaken är mycket rik och balanserad med en lång eftersmak",7.5,,,Miguel Torres Spain Winery,,,,/owif/images/127032?size=300,,,"Pasta Aperitif, sällskapsvin",Torrt,Garnacha Carinena
107828,Torres Sangre de Toro Tempranillo,"Mörk, blåröd färg.Kryddig smak med inslag av fat, körsbär, björnbär.",8.65,,,Miguel Torres Spain Winery,,,,/owif/images/107828?size=300,,,Nöt Grillat Gris,Medelfylligt,Tempranillo
109967,Torres Secret Del Priorat,"Fyllig, höga tanniner, björnbärig, svartvinbärig, mockakaraktär, toner av mörka körsbär, ekig, kryddig. Mustigt och syltigt. ",17.95,,,Miguel Torres Spain Winery,,,,/owif/images/109967?size=300,,,Lamm Grillat Biff,Fylligt,Cabernet Sauvignon Merlot Syrah Garnacha Carinena
117011,Torres Viña Esmeralda,"Torr, medelhög syra, citruskaraktär, persikakaraktär, rosig, svag örtighet. Friskt och Fruktigt.",8.5,,,Miguel Torres Spain Winery,,,,/owif/images/117011?size=300,,,"Asiatiskt Buffé Aperitif, sällskapsvin",Halvtorrt,Gewurtstraminer Moscatel
117736,Torres Vina Esmeralda BIB,"torr, medelhög syra, citruskaraktär, persikakaraktär, rosig, svag örtighet. Friskt och Fruktigt.",23.5,,,Miguel Torres Spain Winery,,,,/owif/images/117736?size=300,,,"Fiskrätter Buffé Aperitif, sällskapsvin",Halvtorrt,Gewurtstraminer Moscatel
117019,Torres Viña Sol,"Torr, hög syra, citruskaraktär, inslag av gröna päron, svag kryddighet",7.95,,,Miguel Torres Spain Winery,,,,/owif/images/117019?size=300,,,"Sallader, vegetariskt Skaldjur Fiskrätter",Torrt,
317019,Torres Viña Sol,"Torr, hög syra, citruskaraktär, inslag av gröna päron, svag kryddighet",2.85,,,Miguel Torres Spain Winery,,,,/owif/images/317019?size=300,,,"Sallader, vegetariskt Skaldjur Fiskrätter Vegetariskt",Torrt,
119759,Torres Viña Sol Sauvignon Blanc,"En lätt gyllene gul färg med doft av tropiska frukter. En livlig och frisk smak som är fylld med toner av tropiska frukter . Smaken är lätt, frisk och fresch. ",7.95,,,Miguel Torres Spain Winery,,,,/owif/images/119759?size=300,,,"Sallader, vegetariskt Fiskrätter Aperitif, sällskapsvin",Lätt,Sauvignon Blanc
110184,Trivento Golden Malbec,"Fyllig, medelhöga tanniner, mogen boysenbärighet, toner av mörka körsbär, lätta mockatoner, ekig",14.5,,,Trivento,,,,/owif/images/110184?size=300,,,Lamm Vilt Grillat,Fylligt,Malbec
119796,Trivento Reserve Chardonnay,Ljusgul med olivgröna nyanser. Intensiva aromer av färsk frukt i perfekt balans med eken. Utsökt med en lån och frisk eftersmak.,7.95,,,Trivento,,,,/owif/images/119796?size=300,,,"Skaldjur Kyckling, kalkon Fiskrätter",Torrt,Chardonnay
110183,Trivento Reserve Malbec,"Djupt röd med violetta nyanser. Intensiva aromer av mörka frukter som björnbär och plommon, med inslag av violer, vanilj och en touch av söta kryddor. Välstrukturerad med runda tanniner, den har en balanserad syra som ger friskhet och en lång avslutning.",7.95,,,Trivento,,,,/owif/images/110183?size=300,,,Grillat Biff Gris,Fylligt,Malbec
119443,Txomin Etxaniz Txakoli,,12.95,,,Txomin Etxaniz,,,,/owif/images/119443?size=300,,,"Skaldjur Buffé Aperitif, sällskapsvin Sushi",Torrt,
119189,Valmiñor Albariño,"Tilldelas i världens ledande vintävlingar (2024 t.ex. Mundus Vini Galician Trophy, Concours Mondial de Bruxelles spanska vita trofé, guldmedaljer: Bacchus Madrid & 38. Baco Madrid, Silvermedalj & 90 p DECANTER WORLD WINE AWARDS 2023 & 24) och namn den gyllene Miño-floddalen Albariño.Terroir, produktionsmetod och mognad: Vingårdarna ligger i den södra O Rosal-regionen i Riás Baixas i nordvästra Spanien, alldeles intill kusten på gränsen till Portugal. Klimatet är svalt i spansk stil och nederbörden är hög. Druvorna som används för att göra vinet är handplockade i 20-kilos lådor från 20-40 år gamla fruktträdgårdar som ligger på en max lutning på 20%, vars jord består av skiffer. Druvorna är noggrant utvalda på vingården, varefter vinet kallmacereras vid 10ºC i 6 timmar. Efter att druvorna pressats åldras vinet i ståltankar vid en kontrollerad temperatur.Serveringstemperatur: 10-12°C.Beskrivning: Den mineraliska och aromatiska doften har grönska, äppelskal, lite päron och grapefrukt.",16.95,,,Adegas Valmiñor,,,,/owif/images/119189?size=300,,,"Skaldjur Buffé Aperitif, sällskapsvin",Torrt,Albarino
108279,Verrocchio Amarone Valpolicella Classico,"The wine has a beautiful ruby ​​red color. The scent is abundant and very intense; it can be found distinguish between dark cherry, plum, raisins and spice. Rich and fairly tannic wine. The taste follow the fragrance. Long aftertaste.",21.95,,,Verrocchio ,,,,/owif/images/108279?size=300,,,Nöt Vilt Ostar,Fylligt,Corvina Rondinella Molinara
208279,Verrocchio Amarone Valpolicella Classico,"The wine has a beautiful ruby ??red color. The scent is abundant and very intense; it can be found distinguish between dark cherry, plum, raisins and spice. Rich and fairly tannic wine. The taste follow the fragrance. Long aftertaste.",15.95,,,Verrocchio ,,,,/owif/images/208279?size=300,,,Nöt Vilt Ostar,Fylligt,Corvina Rondinella Molinara
108373,Verrocchio Ripasso Valpolicella Superiore,"The color is deep ruby ​​red. Abundant nose with dark berries, raisins and spice bouquet. The taste is mellow and powerful. It repeats dark berry and spiciness.",9.95,,,Verrocchio ,,,,/owif/images/108373?size=300,,,Nöt Vilt Ostar,Fylligt,
208373,Verrocchio Ripasso Valpolicella Superiore,,7.95,,,Verrocchio ,,,,/owif/images/208373?size=300,,,,Fylligt,
110045,Vignes Centenaires  AOP Fitou,"The vineyard of Mont Tauch is located inland, in altitude.Its terroir is recognized as being the most qualitative ofthe PDO.Manual harvest at optimal maturity, very strict sorting with18 months of ageing.Terroir in altitude. The soil is composed of green andpurplish schist similar to those of two distantly relatedmassifs. A distant volcanic past and the stigmata of a veryactive tectonics.",14.95,,,Languedoc Fitou Centenaires,,,,/owif/images/110045?size=300,,,Grillat Gris Kalv,Fylligt,Grenache Noir Carinena
119929,Villa Wolf Dry Riesling,"Ljus i färgen. Doften bjuder på klassiska Riesling-toner av aprikos, persika och äpple, kompletterade av subtila blominslag. Smakprofilen speglar doften, med en härlig syra av citron och lime som särskilt framträder i avslutningen. Vinet är strukturerat, mångfacetterat och lämnar ett långvarigt intryck i gommen.",9.95,,,Villa Wolf ,,,,/owif/images/119929?size=300,,,"Skaldjur Fiskrätter Aperitif, sällskapsvin",Torr,Riesling
119894,Villa Wolf Riesling BIB,"Torr, hög syra, aprikosig, klementinkaraktär, citruskaraktär. Frisk och Fruktigt.",27.95,,,Villa Wolf ,,,,/owif/images/119894?size=300,,,"Sallader, vegetariskt Skaldjur Aperitif, sällskapsvin",Torrt,Riesling
119558,Villa Wolf Riesling tetra,"Torr, hög syra, aprikosig, klementinkaraktär, citruskaraktär. Frisk och Fruktigt.",9.95,,,Villa Wolf ,,,,/owif/images/119558?size=300,,,"Kyckling, kalkon Fiskrätter Aperitif, sällskapsvin",Torrt,Riesling
119753,Villa Wolf Rosé,"Halvtorr, hög syra, jordgubbig, rödvinbärskaraktär, citruskaraktär, lätta hallontoner, fräsch",9.95,,,Villa Wolf ,,,,/owif/images/119753?size=300,,,"Sallader, vegetariskt Skaldjur Kyckling, kalkon Buffé Aperitif, sällskapsvin",Halvtorrt,Pinot Noir
109944,Viña Albali Organic Tempranillo BIB,"Djup körsbärsröd färg med aromer av jordgubbar och skogsbär, detta är ett mjukt och välbalanserat rödvin.Vinet är tillverkat av ekologiska Tempranillo-druvor som valts ut från våra vingårdar. Druvorna odlas enligt standarder och regler för ekologiskt jordbruk, såsom användning av naturliga ekologiska gödselmedel i vingårdarna, fria från kemiska gödselmedel och pesticider. Druvorna plockas manuellt och med samma ekologiska kriterier i vinkällaren; alla naturliga processer och behandlingar utförs tills detta ekologiska vin är färdigt.",16.95,,,Felix Solis Avantis,,,,/owif/images/109944?size=300,,,"Gris Buffé Aperitif, sällskapsvin",Medelfylligt,Tempranillo
119417,Viña Albali Organic Verdejo BIB,"Ljust citrongul färg med aromer av mogna persikor och tropiska frukter, detta är ett friskt och välbalanserat vitt vin.Vinet är tillverkat av ekologiska Verdejo-druvor som valts ut från våra vingårdar. Druvorna odlas enligt standarder och regler för ekologiskt jordbruk, såsom användning av naturliga ekologiska gödselmedel i vingårdarna, fria från kemiska gödselmedel och pesticider. Druvorna plockas manuellt och med samma ekologiska kriterier i vinkällaren; alla naturliga processer och behandlingar utförs tills detta ekologiska vin är färdigt.",16.95,,,Felix Solis Avantis,,,,/owif/images/119417?size=300,,,"Sallader, vegetariskt Kyckling, kalkon Pasta",Torrt,Verdejo
110058,Vina Maipo Cabernet Sauvignon BIB,"Medelfyllig, medelhöga tanniner, körsbärig, tranbärig, vinbärig, kryddig, svag mockaton",16.5,,,Viña Maipo,,,,/owif/images/110058?size=300,,,"Kyckling, kalkon Gris Buffé",Medelfylligt,Cabernet Sauvignon
119617,Vina Maipo Chardonnay BIB,"Torr, hög syra, inslag av gula plommon, citruskaraktär, inslag av gröna päron, inslag av honungsmelon, lätt kryddighet",16.5,,,Viña Maipo,,,,/owif/images/119617?size=300,,,"Sallader, vegetariskt Buffé Aperitif, sällskapsvin",Torrt,
119955,Vina Maipo Rosé BIB,,16.5,,,Viña Maipo,,,,/owif/images/119955?size=300,,,"Aperitif, sällskapsvin",,Cabernet Sauvignon Syrah
109933,Vinhas do Ocidente,"Vinet har en rik smak, vilket redan framgår av druvorna (50 %) Alicante Bouschet, (30 %) Touriga Franca (20 %) Castelão. Den är lättillgänglig, aromen är rik och smaken är så fruktig att den känns lite söt, men den behagliga syran håller den livlig och balanserad.",7.5,,,Vinhas do Ocidente,,,,/owif/images/109933?size=300,,,"Nöt Kyckling, kalkon Buffé",Medelfylligt,Castelao Touriga Franca Alicante Bouschet
110071,Volunté Montepulciano d'Abruzzo,"Volunté Montepulciano d'Abruzzo är en typisk italiensk rödvin med intensiva aromer och rrobusta smaker som är typiska för regionen Abruzzo. Fyllig, kryddig, med körsbärssmak och väl avrundad.",9.95,,,Volunté,,,,/owif/images/110071?size=300,,,Nöt Lamm Grillat,Medelfylligt,Montepulciano
119649,Volunté Pinot Grigio delle Venezie,"Volunté Pinot Grigio är ljust halmgul till färgen och har en intensiv doft av tropiska och citrus frukter. Medelfyllig och perfekt balanserad och uppfriskande. Detta är ett mångsidigt vin som passar bra till en mängd olika rätter, mendet kan också avnjutas som en aperitif.",9.95,,,Volunté,,,,/owif/images/119649?size=300,,,"Kyckling, kalkon Grillat Fiskrätter",Torrt,Pinot Grigio
119650,Volunté Pinot Grigio Rosé delle Venezie,"Volunté Pinot Grigio Rosé har en ljusrosa färg med de typiskakopparnyanserna från druvan Pinot Grigio. Ett utsökt, harmoniskt vin,perfekt som det är eller till grillad mat eller asiatiska rätter.",9.95,,,Volunté,,,,/owif/images/119650?size=300,,,"Sallader, vegetariskt Skaldjur Asiatiskt",Torrt,Pinot Grigio
110072,Volunté Primitivo di Puglia,"Voluntè Primitivo är den perfekta kombinationen av lokal tradition och modernvinframställning, robust men samtidigt mjuk och silkeslen.Rik på frukt, med en viss ""saltig"" känsla. Packad med mogna mörka bäroch är ett perfekt komplement till mustiga pastarätter med kött ",9.95,,,Volunté,,,,/owif/images/110072?size=300,,,Nöt Lamm Pasta,Medelfylligt,Primitivo
119779,Wegeler Bernkasteler Riesling Kabinett,"Undantagsvis i Tyskland har The Wegeler vingård (1882) VDP-vingårdar i Mosel (15ha) och Rheingau (45ha). Fantastiska 85% av cru-klassificerade vingårdsplatser. Wegeler äger också VDP Rheingau egendom Krone - exceptionellt känd för Pinot Noir. Druvorna är insamlade för hand, från de skifferstenade Bernkasteler Badstube och Graben Grand Cru, 100 % Wegeler-ägda vingårdar. Terroir: Vittrad lerskiffer från devontiden. Vinet från de unika vingårdarna i den mest kända tyska vinbyn är rik och krispig Mosel Riesling med en touch av restsocker. Det jäses i ståltankar.Lustig och exotisk på näsan. Saftig, harmonisk och munfylld i gommen. Bra balans mellan sötma och fruktsmaker, stödd av den livliga syran.Restsocker & Total syra: 31,4 g/l & 7,3 g/l",18.5,,,Weingüter Wegeler,,,,/owif/images/119779?size=300,,,"Sallader, vegetariskt Skaldjur Asiatiskt",Halvsött,Riesling
119774,Wegeler Johannisberger Riesling Feinherb,"Undantagsvis i Tyskland har The Wegeler vingård (1882) VDP-vingårdar i Mosel (15ha) och Rheingau (45ha). Fantastiska 85% av cru-klassificerade vingårdsplatser. Alla +65 har fokus på top site Rieslings (>85%). En av de mest kända egendomarna i Tyskland. Wegeler äger också VDP Rheingau egendom Krone - exceptionellt känd för Pinot Noir. Druvor uteslutande från Wegelers Johannisberger Hölle Grand Cru, genomsnittlig vinstocksålder 40 årTerroir: Lättvärmd Taunus-kvartsit och stenig lerjord med bra vattenlagringskapacitetDelikat doft av vit persika, pomelo och höstäpple. I gommen ger syrligheten spänning och är sammetslen omsluten av den diskreta fruktsötman. Gör tryck och har grepp om gommen. En mjuk mitt och en stram finish.",22.5,,,Weingüter Wegeler,,,,/owif/images/119774?size=300,,,"Sallader, vegetariskt Skaldjur Kyckling, kalkon Asiatiskt Fiskrätter Gris Aperitif, sällskapsvin Vegetariskt",Halvtorrt,Riesling
119781,Wieninger Wiener Gemischter Satz DAC,"Årets ekologiska vinodlare 2021 i Österrike, ***** Falstaff Österrikisk vinguide. En vingård i världsklass som drivs av Fritz Wieninger som står för toppkvalitetsviner från Wien. Det familjeägda Weingut Wieninger driver en naturorienterad och biodynamisk vingård i Wien-metropolens territorium. Gården kan besökas med spårvagn. Wiener Gemischter Satz DAC – en wienerklassiker som har genomgått en lysande comeback, som Fritz initierade rejält.  Wien i ett vin – ett autentiskt terroirvin gjort av olika druvsorter som växer färgglatt blandat i vingården, sedan skördat och vinifierat tillsammans också. I den unika sammansättningen kompletterar det exotiska uttrycket av de mycket aromatiska sorterna friskheten och pulsen hos de senare mogna druvorna.Druvor: Grüner Veltliner 22%, Pinot Blanc 15%, Chardonnay 18%, Riesling 10%, Welschriesling 12%, Sauvignon Blanc 8%, Silvaner 5%, Zierfandler 4%, Rotgipfler 2%, Neuburger 2%, Muskateller 1%, Traminer 1 %.",18.95,,,Weingut Wieninger,,,,/owif/images/119781?size=300,,,"Sallader, vegetariskt Skaldjur Kyckling, kalkon Pasta Asiatiskt Ostar Fiskrätter Gris Buffé Aperitif, sällskapsvin Sushi Svamp",Torrt,Sauvignon Blanc Riesling Gruner Veltliner Pinot Blanc Silvaner Traminer Welshriesling
110236,Wirra Wirra Church Block,,17.95,,,Wirra Wirra,,,,/owif/images/110236?size=300,,,Nöt Vilt Svamp,Fylligt,Cabernet Sauvignon Merlot Shiraz
118247,Wolfberger Gewürztraminer Signature,"Denna gyllene bleka med silver nyanser Gewurztraminer har en mycket uttrycksfull doft med fina inslag av exotiska frukter (mango, passionsfrukt) och krydda (kryddnejlika). Smaken är rik och mäktiga, eftersmaken är lång och aromatisk. Detta passar som aperitif, med asiatiska rätter och exotisk mat, sötsura rätter, starka ostar, eller kakor och fruktbaserade desserter.",12.95,,,Wolfberger,,,,/owif/images/118247?size=300,,,Asiatiskt Ostar Efterrätter,Halvtorrt,Gewurtstraminer
118745,Wolfberger Pinot Gris Signature,"Vinet är till sin färg guldgult. Doften är riklig och aromatisk och i den finner man persika, aprikos, mandel och nötter. Är till smaken elegant, balanserad och riklig. I den långa eftersmaken kan man även finna en aning honung.Passar med ljusa kött- och hönsrätter som serveras med gräddiga såser. Lämpar sig även med ankka, mjuka och krämiga ostar samt fruktiga efterrätter.  Är också ett perfekt aperitifvin",10.5,,,Wolfberger,,,,/owif/images/118745?size=300,,,Asiatiskt Ostar Gris,Halvtorrt,Pinot Gris
118349,Wolfberger Riesling Signature,"Wolfberger Signatur sortimentet består av eleganta viner vars kvalitet är utmärkt.Färgen är halmgul och tydlig med gröna nyanser. Doften har en aromatisk intensitet och aromer av citrus (grapefrukt och citron). Smaken är fräsch, med välbalanserad socker/aciditethalt, som kvarstår länge. Som ett typiskt Riesling vin har det också nyanser av olja och petrol., Wolfberger Signatur Riesling passar bra med fisk och skaldjur, sushi eller getost",10.95,,,Wolfberger,,,,/owif/images/118349?size=300,,,"Skaldjur Fiskrätter Aperitif, sällskapsvin",Torrt,Riesling
109873,Yalumba Barossa Shiraz,"Intensivt violett vin med en rik aromatisk arom av plommon, anis, lavendel, druvor och mörk choklad samt delikat kryddighet. Fyllig, mörkfruktig, lakrits och violett smak växer mot pepprig kryddighet.",18.5,,,Yalumba,,,,/owif/images/109873?size=300,,,Nöt Vilt Grillat,Fylligt,
117602,Yalumba Y Riesling,"Blekt halmgul färg med gröna reflexer. Vinet bjuder typisk rieslingdoft med inslag avlimejuice, citronskal och blommor. Ett friskt, livligt vin med generösa citron- och grapefruktaromeroch med en ton av mogna tropiska frukter i eftersmaken",8.5,,,Yalumba,,,,/owif/images/117602?size=300,,,"Sallader, vegetariskt Skaldjur Fiskrätter",Torrt,Riesling
110222,Yalumba Y Shiraz,,9.5,,,Yalumba,,,,/owif/images/110222?size=300,,,"Kyckling, kalkon Grillat Biff",Medelfylligt,Shiraz
127092,Zaccagnini Vino Rosato Bio,,9.95,,,Cantina Zaccagnini,,,,/owif/images/127092?size=300,,,"Sallader, vegetariskt Skaldjur Kyckling, kalkon Fiskrätter Buffé Aperitif, sällskapsvin Sushi",Torrt,
127280,Zinzula Masseria Altemura,"En fantastisk torr, fruktig och frisk rosé på druvan Negramaro från Puglia i södra Italien. Torrt och bärigt rosévin med inslag av örter, röda vinbär, smultron och blodgrapefrukt. Ett perfekt vin att ha till fisk och skaldjur, fräscha sommarsallader, grillade fiskrätter, örtgrillade kycklingrätter eller bara njuta av ett glas när tillfälle ges. ",11.5,,,Masseria Altemura ,,,,/owif/images/127280?size=300,,,"Skaldjur Fiskrätter Aperitif, sällskapsvin",Torrt,Negroamaro
