id,name,description,price_sek,price_eur,category,brand,country,volume,alcohol_percentage,image_url,in_stock,article_number,food_pairing,character,grape_variety
110011,Frescobaldi Nipozzano Riserva,"Nippozzano har en intensiv rubinröd färg. Doften har karaktär av röda och svarta bär så som bigarråer, hallon, blåbär, röda och svarta vinbär. Dessa följs upp av delikata citrustoner som adderar en härlig friskhet. Det finns blommiga toner av viol och rosor. Avslutningsvis finns en delikat boquet av svartpeppar och balsamico som följs av sensationell elegant fräschör.",16.5,,,Frescobaldi,,,,/owif/images/110011?size=300,,,Nöt Lamm Ostar,Medelfylligt,Cabernet Sauvignon Merlot Sangiovese
119930,Fuzzy Duck Sauvignon Blanc Colombard BIB,"Ett trevligt, uppfriskande och lättdrucket vin med precis lagom mycket av Sauvignon Blancs aromatiska karaktär. Ljus färg. Doften bjuder på örtiga toner och citrusfrukter. Den fruktiga smaken har inslag av grön päron och en lätt touch av persika.",18.95,,,Origin Wine,,,,/owif/images/119930?size=300,,,"Sallader, vegetariskt Kyckling, kalkon Aperitif, sällskapsvin",Halvtorr,Sauvignon Blanc Colombard
127290,Gassier Coteaux d'Aix en Provence,"Attraktiv, klar rosé. Citrontoner i doften. Uppfriskande i munnen med tydliga aromer av röda frukter (jordgubbar, hallon, röda vinbär). Den bär denna fruktighet hela vägen genom sin aromatiska avslutning.",11.95,,,Gassier,,,,/owif/images/127290?size=300,,,"Asiatiskt Aperitif, sällskapsvin Sushi",Torrt,Shiraz Syrah Grenache Noir Cinsault
110090,Gerard Bertrand Heritage Tautavel,"Fyllig, höga tanniner, bärig, kryddig. Fyllig och Kraftig.",14.5,,,Gerard Bertrand,,,,/owif/images/110090?size=300,,,Lamm Vilt Biff,Fylligt,Syrah Grenache Noir Carignane
119945,Gerard Bertrand Orange Gold,"En medelorange färg med gyllene nyanser. Den komplexa doften bjuder på toner av vita blommor, en antydan av vitpeppar samt fruktiga inslag som persika, aprikos och plommon. Smaken är rund och mjuk med en friskhet, där en lätt strävhet från tanninerna ger balans och livfullhet. I eftersmaken träder en härligt bitter ton fram.",15.5,,,Gerard Bertrand,,,,/owif/images/119945?size=300,,,Fiskrätter Gris Vegetariskt,Torrt,Chardonnay Muscat Marsanne Viognier Chenin Blanc Mauzac
108760,Gnarly Head Old Vine Zinfandel BIB,"Medelfyllig, medelhöga tanniner, mogen tranbärighet, körsbärig, fikonkaraktär, lätt chokladton, örtig.mustig och syltig.",27.5,,,Gnarly Head Cellars,,,,/owif/images/108760?size=300,,,"Nöt Sallader, vegetariskt Grillat",Medelfylligt,Zinfandel
219785,Grand Tokaj Late Harvest,"Grand Tokaj är den största vingården i den historiska Tokaj-hegyalja vinregionen (en UNESCOs världsarvslista) och väktaren av den nationella vinframställningstraditionen. Företaget är flaggskeppet för Tokajis vinproduktion och den största vingården med totalt 66 hektar vingårdar + 1050 hektar druvor från mer än 1200 små producenter och täcker 35% av den totala arealen.  Vinerna produceras 2017 i en moderniserad vingård under överinseende av Károly Áts – ""Årets ungerska vinmakare"" 2012, med mottot: ""Jag föddes i en vinregion som jag tror är ett mirakel"".Ett sent skördat sött Tokaj-vin från fyra historiska 1:a klass vulkaniska vingårdar i Tokaj. Utvalda och handplockade druvor är jästa och lagrade i rostfria ståltankar för exceptionell balans av uppfriskande syra och 124 gr naturligt restsocker från övermogna Aszu-druvor.",15.5,,,Grand Tokaj,,,,/owif/images/219785?size=300,,,"Ostar Desserter Aperitif, sällskapsvin",Söt,Muscat Furmint Haslevelu
109727,Hahn Family Pinot Noir,"Stilren, fruktig och läcker Pinot Noir från Monterey, Kalifornien.",15.95,,,Hahn Family,,,,/owif/images/109727?size=300,,,Nöt Gris Kalv,Medelfylligt,Pinot Noir
127236,Hampton Water Rosé,"Torr, hög syra, hallonkaraktär, persikakaraktärlätta rödvinbärstoner, svag kryddighet",17.95,,,Gerard Bertrand,,,,/owif/images/127236?size=300,,,"Skaldjur Kyckling, kalkon Fiskrätter",Torrt,Mourverde Grenache Blanc Cinsault
119442,Hans Baer Riesling Pouch,"Young and fresh with pronounced fruit aromas of white peach, mirabelle plum, notes of lime and fresh kiwi.Smooth on the palate with fruit aromas of white peach and yellow apple. Fresh and balanced with atouch of residual sugar. The typical Riesling minerality strengthens the depth of the wine",11.5,,,Hans Baer,,,,/owif/images/119442?size=300,,,"Skaldjur Aperitif, sällskapsvin",Torrt,Riesling
110156,Hewitson Adventures Shiraz,"Ett rikligt rött vin med mycket silkeslena tanniner och Shiraz-druvanskaraktäristiska kryddighet i eftersmaken.Ett mångsidigt matvin som passar till t.ex. svamprätter, lamm, lättgrillade rätter och även lätt kryddiga smaker. Passar även som sällskapsvin.Dean Hewitson är känd som särskilt inspirerad av de franska vinerna från Rhônedalen och deras elegans. Dean grundade sin vingård 1996 och äger 6,5 ​​ha vingårdar i Barossa Valley och 6 ha i Adelaide Hills-området. Hewitsons produktionsfilosofi är att använda druvor från så gamla vinstockar som möjligt; de producerar färre, men högkvalitativa druvor. Kvalitet framför kvantitet!Veganskt vin.",10.95,,,Hewitson,,,,/owif/images/110156?size=300,,,Nöt Lamm Grillat Ostar Gris Buffé Svamp,Medelfylligt,Shiraz
109845,Hewitson le Secateur,"Denna fantastiska Barossa Shiraz är gjord av delvis torkade druvor, vilket ger den en sammetslen rikedom. Näsan är intensiv, lätt pepprig och syltig, med toner av torkad frukt. Paletten är sammetslen, fyllig, fyllig i munnen, med toner av choklad och sylt, inslag av krydda och rök. Perfekt till grillade rätter, rött kött och vilt.",13.95,,,Hewitson,,,,/owif/images/109845?size=300,,,Nöt Lamm Grillat,Kraftigt,Shiraz
119768,Hewitson Madame M Blanc & Blanc,"Ett fräscht och fruktigt vitt vin från Australien! Dean Hewitson semestrade nyligen vid Medelhavet och inspirerades av de lokala lätta och fräscha vita vinerna. Madame M Blanc & Blanc är gjord av druvsorterna Muscat Blanc, Petit Grains och Sauvignon Blanc, därav namnet Blanc & Blanc.  Öppen och ungdomlig aromatisk doft och smak. Vinbär, krusbär och spännande nog även russin och söt kryddighet.  Vinet har även citrus och päron. Den lätta sötman uppvägs av en lagom syra, och det hela är i en behaglig balans. Vinet lämnar en aptitretande, mogen eftersmak av äpplen.",13.5,,,Hewitson,,,,/owif/images/119768?size=300,,,"Sallader, vegetariskt Asiatiskt Grillat Ostar Buffé",Halvtorrt,Sauvignon Blanc Muscat
110158,Hewitson Madame M Cabernet Sauvignon,"Madame M är ett fylligt och elegant rött vin med smak av saftiga svarta vinbär, choklad och milda örttoner. Dess smak är kryddig och stark. Mörktonad, fyllig doft. Smak av björnbär, svarta vinbär och lätt rostade aromer. Dessutom har vinet plommon, örter och en aning rökighet. Helheten stöds av mogna, balanserade tanniner och livligt bärig syra.Veganskt vin i Hewitsons välbekanta lätta vinflaskor. Vem är din Madame M?",14.5,,,Hewitson,,,,/owif/images/110158?size=300,,,Nöt Lamm Vilt Grillat Biff,Fylligt,Cabernet Sauvignon
119439,Himmel Pink Riesling,"Brons Viinilehti Rose Wines of the Year 2024 - Finlands 3:e bästa rosévin.Ett himla gott rosévin gjort av vinmakaren Markus Roll från Rheingau VDP toppproducent Balthasar-Ress. Riesling jäser i ståltankar och efter jäsning blandas cirka 4 % av vinet gjort på Pinot Noir med det. Restsocker 13 g/l, syror 7 g/l.Bäst med vänner i solskenet.Beskrivning: En mycket ren och fräsch doft med persika och mogen citron. Den torra smaken är uppfräschad och balanserad av den märkbara syran, och överlag är vinet väldigt lätt att njuta av.",11.5,,,Himmel,,,,/owif/images/119439?size=300,,,"Sallader, vegetariskt Fiskrätter Aperitif, sällskapsvin",Halvtorrt,Pinot Noir Riesling
118387,Huber Riesling Terrassen,"Knappt medelfyllig, koncentrerad och stram Riesling med sköna stenfrukter och citrus som dominerande element. Bra tryck och extrem fräschör i den eleganta, mineralrika finishen. Kan sparas några år.",10.95,,,Huber,,,,/owif/images/118387?size=300,,,Skaldjur Asiatiskt Fiskrätter,Torrt,Riesling
119648,Huber Vision Grüner Veltliner,"Ett ekologiskt vitt vin med delikat, torr och frisk smak, inslag av äpple, lime och persika, samt en härlig frisk längd med tydliga mineraltoner.",15.95,,,Huber,,,,/owif/images/119648?size=300,,,"Sallader, vegetariskt Kyckling, kalkon Fiskrätter",,Gruner Veltliner
119910,Hubert Brochard - Château de Thauvenay,,26.95,,,Hubert Brochard,,,,/owif/images/119910?size=300,,,,Torrt,Sauvignon Blanc
119822,Hugel Pinot Blanc Cuvée les Amours,,13.95,,,Hugel,,,,/owif/images/119822?size=300,,,,Torrt,
110056,I Heart Cabernet Sauvignon BIB,,17.95,,,I Heart,,,,/owif/images/110056?size=300,,,Asiatiskt Grillat Gris,Fylligt,Cabernet Sauvignon
119129,Il Barone Blanco BIB,"Il Barone Ecologico är ett tilltalande och ekologiskt vitt vin som erbjuder en ren och torr stil med friska inslag. Il Barone Ecologico bjuder på fräscha och fruktiga smaker av honungsmelon och päron, samt inslag av örter. Det fruktiga vinet tär gjort på den gröna och smakrika druvan Macabeo.  Vinet är dessutom ekologiskt odlad, vilket innebär att druvorna är helt obesprutade och uppfyller de ekologiska kraven i harmoni med naturen.Detta vita vin passar utmärkt till både vardag och fest, som sällskapsvin eller till maten. Il Barone Ecologico serveras till rätter på fisk, lättare kött eller skaldjur.  Varför inte en fläskfilé med ugnsbakad klyftpotatis och en härlig sås? Eller till en fin bit stekt eller grillad lax?",16.5,,,ViniMundi,,,,/owif/images/119129?size=300,,,"Kyckling, kalkon Fiskrätter Aperitif, sällskapsvin",Halvtorrt,Macabeo
109830,Il Barone Red BIB,"Il Barone Rosso är ett medelfylligt rödvin på bag-in-box med inslag av mörka körsbär, hallon, vanilj, lakrits, örter och fat. Ett ursprungstypiskt italienskt vardagsvin där druvblandningen består av de klassiska italienska druvorna Sangiovese och Montepulciano. Sangiovese ger medelfylliga till fylliga viner med balanserade tanniner och frisk fruktsyra. Montepulciano bidrar med fyllighet, kraft och toner av solmogna körsbär. Druvorna kommer från Apulien i Italien. Apulien är en omkring 30 mil lång, klackformad halvö i sydöstra Italien. Här samsas vin- och olivodlingar om den tillgängliga ytan. Il Barone Rosso passar utmärkt till både vardag och fest, som sällskapsvin eller till maten. Servera vid cirka 16-18°C till många olika typer av rätter, exempelvis av fågel och kött eller till småplock, men är även perfekt till vegetariskt. ",16.5,,,ViniMundi,,,,/owif/images/109830?size=300,,,"Pasta Buffé Aperitif, sällskapsvin",Medelfylligt,Sangiovese Montepulciano
127283,Il Barone Rosé BIB,"Il Barone Organic Rosé på bag in box erbjuder fruktiga, ungdomliga och friska smaker med inslag av jordgubbar, hallon och smultron – så som ett rosévin ska smaka. Il Barone Organic Rosé är gjort på de smakrika druvorna Garnacha och Tempranillo som är klassiska druvor i roséviner. Vinet är dessutom ekologiskt odlad, vilket innebär att druvorna är helt obesprutade och uppfyller de ekologiska kraven i harmoni med naturen.Rosévin passar utmärkt till både vardag och fest, som sällskapsvin eller till maten. Il Barone Rosé serveras till rätter på fisk, lättare kött eller skaldjur.  Varför inte en fläskfilé med ugnsbakad klyftpotatis och en härlig sås? Eller till en fin bit stekt eller grillad lax?",16.5,,,ViniMundi,,,,/owif/images/127283?size=300,,,"Kyckling, kalkon Fiskrätter Aperitif, sällskapsvin",Halvsött,Tempranillo Garnacha
109923,Il Palazzo Colezzione Privata Chianti Riserva,,24.5,,,Il Palazzo,,,,/owif/images/109923?size=300,,,Nöt Ostar Buffé,Fylligt,
210157,Izadi Reserva Rioja 2019,"Izadi Reserva 2019 är ett fylligt röttvin från Rioja tillverkad av 100 % Tempranillo. Rökig och fräsch med lager av mogna mörka frukter, choklad och ek med eftersmak av  björnbär- och tryffel. Tanninerna är strukturerade och fina. Verkligen prisvärt vin! Vingården härstammar från 1987 i Rioja Alavesa, nära det svala Atlanten, vilket ger extra friskhet åt druvorna och därmed också vinerna. Matrekommendationer: biffar, hårda ostar, charkuterier av chorizo ​​och Ibericoskinka, tapas.",9.95,,,Bodegas Izadi,,,,/owif/images/210157?size=300,,,Nöt Lamm Vilt Grillat Ostar,Fylligt,Tempranillo
118754,Johann Brunner Riesling Rheinhessen,"Dess fruktiga, lätta kropp i torr stil är i perfekt balans med den skarpa syrligheten, vilket visar den tydliga karaktären hos Riesling-druvan.. Smaker av aprikos, grönt äpple och rosen blomma. Levande och uppfriskande, det är perfekt att njuta av på egen hand eller med en färsk fruktsallad eller kryddig mat. Servera väl kyld vid 9-11 ° C.",9.95,,,Johan Brunner,,,,/owif/images/118754?size=300,,,"Kyckling, kalkon Asiatiskt Aperitif, sällskapsvin",Halvtorrt,Riesling
110087,Joseph Drouhin Santenay,,33.5,,,Joseph Drouhin,,,,/owif/images?brandLogoId=1204&size=300,,,"Kyckling, kalkon Gris Kalv",Medelfylligt,Pinot Noir
118757,Joseph Mellot Sancerre La Chatellenie,,19.95,,,Joseph Mellot,,,,/owif/images/118757?size=300,,,Skaldjur Ostar Fiskrätter,Torrt,
110242,Joseph Pellerin Côtes-du-Rhône Reserve BIB,"Detta rödvin har en härlig granatfärgad ton.Doften bjuder på en förening av kryddor (grön och svartpeppar) och syltad frukt (jordgubb).I gommen hittar man smaker av jordgubbssylt. Bra fett, vilket gör vinet rikt och fylligt. Struktur som är närvarande och välbalanserad utan torrhet. Härlig längd och ett elegant avslut.",22.95,,,Joseph Pellerin,,,,/owif/images/110242?size=300,,,Nöt Grillat Buffé,Fylligt,Syrah Mourverde Grenache Noir
307027,JP. Chenet Cabernet-Syrah,"The grapes are harvested when ripe, destemmed,crushed and then fermented for 6 to 12 hours at acontrolled temperature (about 30°) and pressed gently.The wine is matured in stainless steel tanks to conservethe rich aromas.Soil : Varied over the whole producing area Oc area wine :there are sandy, clay-chalky and schistous soils.Country origin : FRANCESensory characteristic :Colour : A dark deep ruby red.Nose : An intense bouquet of cherry & blackcurrant enhancedwith a light delicate spicy note.Palate : With a potent aroma, this wine is beautifully balanced andnicely structured.",3.2,,,JP. Chenet,,,,/owif/images/307027?size=300,,,"Gris Buffé Aperitif, sällskapsvin",Medelfylligt,Cabernet Syrah
108750,JP. Chenet Cabernet-Syrah BIB,"The grapes are harvested when ripe, destemmed,crushed and then fermented for 6 to 12 hours at acontrolled temperature (about 30°) and pressed gently.The wine is matured in stainless steel tanks to conservethe rich aromas.Soil : Varied over the whole producing area Oc area wine :there are sandy, clay-chalky and schistous soils.Country origin : FRANCESensory characteristic :Colour : A dark deep ruby red.Nose : An intense bouquet of cherry & blackcurrant enhancedwith a light delicate spicy note.Palate : With a potent aroma, this wine is beautifully balanced andnicely structured.",17.95,,,JP. Chenet,,,,/owif/images/108750?size=300,,,Nöt Lamm Gris,Medelfylligt,
317027,JP. Chenet Colombard-Chardonnay,"Grapes harvested at optimum maturity and in perfectsanitary condition and pressed at low temperature.Alcoholic fermentation at 16°C. Aged on fine lees.Soil : A very hilly region, where the soils are predominantlyclay-limestone and tawny sands.Country origin : FRANCESensory characteristic :Colour : A very pale yellow with green reflections.Nose : Citrus, exotic fruits, white fruits, white flower notesPalate : Very nice freshness, roundness, with a long finish",3.2,,,JP. Chenet,,,,/owif/images/317027?size=300,,,"Fiskrätter Buffé Aperitif, sällskapsvin",Halvtorrt,White Blend
119127,JP. Chenet Colombard-Chardonnay BIB,"The grapes are harvested just before they are entirely ripe for perfect health. Low temperature fermentation (12-17°C) to preserve all the aromas. Fined rapidly and stored at low temperature.A pleasant aperitif, this wine goes nicely with shellfish, grilled fish and white meat.",17.95,,,JP. Chenet,,,,/owif/images/119127?size=300,,,"Skaldjur Fiskrätter Aperitif, sällskapsvin",Torrt,
108122,Kaiken Cabernet,"Of a deep violet color, warm in the nose, with notes of ripe fruit and traces of tobacco and butterscotch. In the mouth it displays intensity, with strong, fleshy tannins; while at the same time juicy and enveloping; with a long, persistent finish. A harmonious liaison with the wood, makes of this wine a fine example of the Mendoza terroir.",10.5,,,Kaiken,,,,/owif/images/108122?size=300,,,Nöt Biff Kalv,Fylligt,Cabernet Sauvignon
110007,Kaiken Malbec,"Ruby red color with violet highlights and extraordinary brightness pointing to its youth. Great fluidity and medium depth. On the nose ripe dark fruits, such as plums and blackberries, stand out, joined by delicate notes of semisweet chocolate. A gentle, juicy aromas. A hint of dry flower petals on the palate.",9.75,,,Kaiken,,,,/owif/images/110007?size=300,,,Nöt Lamm Grillat,Fylligt,
108123,Kaiken Ultra Malbec,"Attractive ruby red colour. Outstanding and concentrated fruit, with beautiful aromas of red berries, black cherry and hints of tobaccos. A full-bodied wine. Round and velvety in mid-palate, with soft tannins. An added touch of vanilla and toast, followed by a long and smooth finish. Very, very elegant.",15.5,,,Kaiken,,,,/owif/images/108123?size=300,,,Nöt Lamm Vilt,Kraftigt,Malbec
110049,Karl Fredrik Rioja,,9.95,,,Karl Fredrik,,,,/owif/images/110049?size=300,,,Lamm Vilt Grillat,Medelfylligt,Tempranillo Grenache Noir Graciano
119565,Karl Fredrik Rosé,,9.5,,,Karl Fredrik,,,,/owif/images/119565?size=300,,,"Sallader, vegetariskt Kyckling, kalkon Fiskrätter",Torrt,Syrah Grenache Blanc Cinsault
119336,Katse Rosé Organic BIB,"Detta är ett ljuvligt bäraktigt, välbalanserat och läckert rosévin.  Passar som socialt vin och passar bra till ett brett utbud av olika rätter.  Vinet passar även veganer.",21.95,,,Katse,,,,/owif/images/119336?size=300,,,"Kyckling, kalkon Asiatiskt Aperitif, sällskapsvin",Torrt,Tempranillo Bobal
109859,Ken Forrester Petit Pinotage,"Denna glada Petit Pinotage återspeglar den moderna fruktdrivna vinstilen som är mycket efterfrågad idag. Klassiska Pinotage-dofter av kryddiga mullbär, plommonpudding och körsbär, med stöd av rökiga bacon-nyanser. Saftig och lättillgänglig med mjuk smak och läcker fruktkoncentration.",7.95,,,Ken Forrester,,,,/owif/images/109859?size=300,,,"Nöt Biff Aperitif, sällskapsvin",Medelfylligt,Pinotage
